cod_municipio,mun,prov_mun,ccaa_mun,pob,lat,lon,tipo,nombre_centro,mun_centro,lat_centro,lon_centro,prov_centro
20904,Baliarrain,Gipuzkoa,País Vasco,153,43.0724716273079,-2.13221025020523,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20905,Orendain,Gipuzkoa,País Vasco,230,43.0782697495358,-2.10659180909889,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20906,Altzaga,Gipuzkoa,País Vasco,177,43.0655176648054,-2.15075015146655,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20907,Gaztelu,Gipuzkoa,País Vasco,173,43.1069519744125,-2.01879038141414,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
48001,Abadiño,Bizkaia,País Vasco,7618,43.1257822456883,-2.62235510583998,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Bizkaia
48002,Abanto y Ciérvana-Abanto Zierbena,Bizkaia,País Vasco,9436,43.3086611109094,-3.08890779372437,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
48003,Amorebieta-Etxano,Bizkaia,País Vasco,19576,43.2154562865278,-2.72020980919326,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48015,Basauri,Bizkaia,País Vasco,40535,43.231302326432,-2.88811099480366,Rehabilitación y fisioterapia,Hospital Santa Marina,Bilbao,43.262259904279944,-2.8824232990695826,Bizkaia
48016,Berango,Bizkaia,País Vasco,7271,43.3580547703163,-2.98142136877397,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
48017,Bermeo,Bizkaia,País Vasco,16784,43.4133351729822,-2.7548590179383,Rehabilitación y fisioterapia,Hospital de Gorliz,Gorliz,43.41734773568112,-2.9443191130001947,Bizkaia
48018,Berriatua,Bizkaia,País Vasco,1232,43.3150813569143,-2.46194994314206,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Bizkaia
48019,Berriz,Bizkaia,País Vasco,4537,43.1927438995813,-2.58704185866351,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Bizkaia
48020,Bilbao,Bizkaia,País Vasco,346405,43.2541143822835,-2.93737100888551,Rehabilitación y fisioterapia,Hospital Universitario Basurto,Bilbao,43.26159835861989,-2.953037849233282,Bizkaia
48021,Busturia,Bizkaia,País Vasco,1649,43.3720875631861,-2.71826993192516,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48022,Karrantza Harana/Valle de Carranza,Bizkaia,País Vasco,2759,43.2090892314451,-3.36493007771025,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
48027,Durango,Bizkaia,País Vasco,29935,43.160708095212,-2.65343173974122,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48028,Ea,Bizkaia,País Vasco,820,43.3777852827498,-2.58947443334911,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Bizkaia
48039,Garai,Bizkaia,País Vasco,329,43.196530959184,-2.62102567941876,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Bizkaia
48040,Gatika,Bizkaia,País Vasco,1674,43.365090681944,-2.89363787146722,Rehabilitación y fisioterapia,Hospital de Gorliz,Gorliz,43.41734773568112,-2.9443191130001947,Bizkaia
48041,Gautegiz Arteaga,Bizkaia,País Vasco,854,43.3666633234592,-2.65845310004044,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48042,Gordexola,Bizkaia,País Vasco,1723,43.1728195729377,-3.08009934510756,Rehabilitación y fisioterapia,Hospital Universitario Cruces,Barakaldo,43.282623850086026,-2.984350205322709,Bizkaia
48043,Gorliz,Bizkaia,País Vasco,6022,43.4177200013488,-2.93271368232743,Rehabilitación y fisioterapia,Hospital de Gorliz,Gorliz,43.41734773568112,-2.9443191130001947,Bizkaia
48044,Getxo,Bizkaia,País Vasco,77139,43.3557488786655,-3.00957826596522,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
48045,Güeñes,Bizkaia,País Vasco,6699,43.2173999181857,-3.05977302565985,Rehabilitación y fisioterapia,Hospital Universitario Cruces,Barakaldo,43.282623850086026,-2.984350205322709,Bizkaia
48046,Gernika-Lumo,Bizkaia,País Vasco,17093,43.3124325253594,-2.69203250599603,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48058,Mallabia,Bizkaia,País Vasco,1172,43.2059206165874,-2.53939112207503,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Bizkaia
48059,Mañaria,Bizkaia,País Vasco,521,43.1264591678913,-2.66712417617563,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48060,Markina-Xemein,Bizkaia,País Vasco,5072,43.2650719832366,-2.48751049382119,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Bizkaia
48061,Maruri-Jatabe,Bizkaia,País Vasco,992,43.3955447400475,-2.86825404752932,Rehabilitación y fisioterapia,Hospital de Gorliz,Gorliz,43.41734773568112,-2.9443191130001947,Bizkaia
48062,Mendata,Bizkaia,País Vasco,379,43.2781144913955,-2.63556736900024,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48074,Urduña/Orduña,Bizkaia,País Vasco,4199,43.0092760666559,-3.03145401929255,Rehabilitación y fisioterapia,Hospital Universitario Basurto,Bilbao,43.26159835861989,-2.953037849233282,Bizkaia
48075,Orozko,Bizkaia,País Vasco,2658,43.0881199312342,-2.87813320972767,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48076,Sukarrieta,Bizkaia,País Vasco,347,43.3936951873002,-2.70110347276416,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48077,Plentzia,Bizkaia,País Vasco,4414,43.3925729792694,-2.93305423260511,Rehabilitación y fisioterapia,Hospital de Gorliz,Gorliz,43.41734773568112,-2.9443191130001947,Bizkaia
48078,Portugalete,Bizkaia,País Vasco,45285,43.3163649326695,-3.02230464834749,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
48079,Errigoiti,Bizkaia,País Vasco,489,43.3281178320644,-2.72979228575225,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48080,Valle de Trápaga-Trapagaran,Bizkaia,País Vasco,11911,43.2895811448543,-3.03701428962547,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
48082,Santurtzi,Bizkaia,País Vasco,46085,43.3333249853382,-3.0483219511593602,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
48083,Ortuella,Bizkaia,País Vasco,8379,43.3022962089003,-3.05754201702437,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
48084,Sestao,Bizkaia,País Vasco,27342,43.3082666898892,-2.99911512758287,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
48087,Trucios-Turtzioz,Bizkaia,País Vasco,502,43.2805127475839,-3.28487146146474,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
01001,Alegría-Dulantzi,Araba,País Vasco,2925,42.8291330860598,-2.51108249649995,Rehabilitación y fisioterapia,Hospital Universitario Araba (Sede Txagorritxu Y Sede Santiago),Vitoria-Gasteiz,42.85485306382774,-2.6902253312152036,Araba
01002,Amurrio,Araba,País Vasco,10307,43.0256560924822,-2.9718926526635,Rehabilitación y fisioterapia,Hospital Universitario Basurto,Bilbao,43.26159835861989,-2.953037849233282,Araba
01014,Berantevilla,Araba,País Vasco,465,42.6869780008002,-2.83325894567831,Rehabilitación y fisioterapia,Hospital Universitario Araba (Sede Txagorritxu Y Sede Santiago),Vitoria-Gasteiz,42.85485306382774,-2.6902253312152036,Araba
48097,Zaratamo,Bizkaia,País Vasco,1647,43.207224441823,-2.86754377325559,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48901,Derio,Bizkaia,País Vasco,6780,43.3051461757423,-2.88235368539752,Rehabilitación y fisioterapia,Hospital Santa Marina,Bilbao,43.262259904279944,-2.8824232990695826,Bizkaia
48902,Erandio,Bizkaia,País Vasco,24489,43.3186213644904,-2.95574617239814,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
48903,Loiu,Bizkaia,País Vasco,2363,43.316657524223,-2.91507262715889,Rehabilitación y fisioterapia,Hospital Santa Marina,Bilbao,43.262259904279944,-2.8824232990695826,Bizkaia
01017,Campezo/Kanpezu,Araba,País Vasco,1081,42.686655455302,-2.36089234557152,Rehabilitación y fisioterapia,Hospital de Leza,Laguardia,42.57599403171243,-2.6385307015523387,Araba
01018,Zigoitia,Araba,País Vasco,1802,42.9686817447212,-2.73070274414941,Rehabilitación y fisioterapia,Hospital Universitario Araba (Sede Txagorritxu Y Sede Santiago),Vitoria-Gasteiz,42.85485306382774,-2.6902253312152036,Araba
01019,Kripan,Araba,País Vasco,175,42.5951910507716,-2.51451214211905,Rehabilitación y fisioterapia,Hospital de Leza,Laguardia,42.57599403171243,-2.6385307015523387,Araba
01028,Labastida/Bastida,Araba,País Vasco,1532,42.6054977831581,-2.80864769988256,Rehabilitación y fisioterapia,Hospital de Leza,Laguardia,42.57599403171243,-2.6385307015523387,Araba
01030,Lagrán,Araba,País Vasco,171,42.6212381084326,-2.60838343703903,Rehabilitación y fisioterapia,Hospital de Leza,Laguardia,42.57599403171243,-2.6385307015523387,Araba
01047,Erriberabeitia,Araba,País Vasco,1421,42.7244903209774,-2.90276070166384,Rehabilitación y fisioterapia,Hospital Universitario Araba (Sede Txagorritxu Y Sede Santiago),Vitoria-Gasteiz,42.85485306382774,-2.6902253312152036,Araba
01049,Añana,Araba,País Vasco,155,42.8137376836373,-2.99161704522181,Rehabilitación y fisioterapia,Hospital Universitario Araba (Sede Txagorritxu Y Sede Santiago),Vitoria-Gasteiz,42.85485306382774,-2.6902253312152036,Araba
01051,Agurain/Salvatierra,Araba,País Vasco,5029,42.8384358227257,-2.38713619102257,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Araba
01052,Samaniego,Araba,País Vasco,308,42.5705896579906,-2.67352917900062,Rehabilitación y fisioterapia,Hospital de Leza,Laguardia,42.57599403171243,-2.6385307015523387,Araba
01053,San Millán/Donemiliaga,Araba,País Vasco,716,42.8789620014156,-2.39288950136105,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Araba
01056,Harana/Valle de Arana,Araba,País Vasco,226,42.7572090696308,-2.31837677499079,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Araba
01057,Villabuena de Álava/Eskuernaga,Araba,País Vasco,287,42.541320619006,-2.66142720537709,Rehabilitación y fisioterapia,Hospital de Leza,Laguardia,42.57599403171243,-2.6385307015523387,Araba
01058,Legutio,Araba,País Vasco,1993,42.9829074839521,-2.64778365180646,Rehabilitación y fisioterapia,Hospital Universitario Araba (Sede Txagorritxu Y Sede Santiago),Vitoria-Gasteiz,42.85485306382774,-2.6902253312152036,Araba
01059,Vitoria-Gasteiz,Araba,País Vasco,253093,42.8503138899258,-2.68787254470795,Rehabilitación y fisioterapia,Hospital Universitario Araba (Sede Txagorritxu Y Sede Santiago),Vitoria-Gasteiz,42.85485306382774,-2.6902253312152036,Araba
01060,Yécora/Iekora,Araba,País Vasco,266,42.5555160911755,-2.46870550645205,Rehabilitación y fisioterapia,Hospital de Leza,Laguardia,42.57599403171243,-2.6385307015523387,Araba
01061,Zalduondo,Araba,País Vasco,192,42.9002604808333,-2.34390525067844,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Araba
01062,Zambrana,Araba,País Vasco,432,42.6572947165762,-2.82215653488019,Rehabilitación y fisioterapia,Hospital de Leza,Laguardia,42.57599403171243,-2.6385307015523387,Araba
20001,Abaltzisketa,Gipuzkoa,País Vasco,312,43.038707887064,-2.10567137159318,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20002,Aduna,Gipuzkoa,País Vasco,482,43.2127093979106,-2.05629026385745,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20003,Aizarnazabal,Gipuzkoa,País Vasco,795,43.2640795238127,-2.23291127666671,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Gipuzkoa
20004,Albiztur,Gipuzkoa,País Vasco,316,43.1314530377839,-2.1395840795574,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20005,Alegia,Gipuzkoa,País Vasco,1762,43.0991800147178,-2.0992053444071,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20006,Alkiza,Gipuzkoa,País Vasco,362,43.1703586682105,-2.11415047956651,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20007,Altzo,Gipuzkoa,País Vasco,447,43.0968679669421,-2.06812179776066,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20008,Amezketa,Gipuzkoa,País Vasco,945,43.0484452887652,-2.07188114385946,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20009,Andoain,Gipuzkoa,País Vasco,14631,43.216214286017,-2.01321928876069,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20010,Anoeta,Gipuzkoa,País Vasco,2086,43.1683337524886,-2.0750596532882,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20011,Antzuola,Gipuzkoa,País Vasco,2081,43.0977927417289,-2.375360128674,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20012,Arama,Gipuzkoa,País Vasco,200,43.0591684574826,-2.16325863937838,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
48031,Elantxobe,Bizkaia,País Vasco,344,43.4072584509007,-2.64281249184091,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48032,Elorrio,Bizkaia,País Vasco,7383,43.1254597162368,-2.53530914542618,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Bizkaia
48033,Ereño,Bizkaia,País Vasco,263,43.3510633905596,-2.61081070814331,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48034,Ermua,Bizkaia,País Vasco,15791,43.1886848958502,-2.50385211788032,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Bizkaia
48035,Fruiz,Bizkaia,País Vasco,548,43.3260596092749,-2.79162797766126,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48036,Galdakao,Bizkaia,País Vasco,29404,43.230677939094,-2.83467512392594,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48037,Galdames,Bizkaia,País Vasco,842,43.2624861386043,-3.09895248532606,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
48038,Gamiz-Fika,Bizkaia,País Vasco,1383,43.3132011307819,-2.81220515963588,Rehabilitación y fisioterapia,Hospital Santa Marina,Bilbao,43.262259904279944,-2.8824232990695826,Bizkaia
48051,Lanestosa,Bizkaia,País Vasco,261,43.2204030741972,-3.44059086477091,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
48052,Larrabetzu,Bizkaia,País Vasco,2081,43.2672807633208,-2.78371356975712,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48053,Laukiz,Bizkaia,País Vasco,1237,43.3488716249522,-2.91593412776902,Rehabilitación y fisioterapia,Hospital de Gorliz,Gorliz,43.41734773568112,-2.9443191130001947,Bizkaia
48090,Balmaseda,Bizkaia,País Vasco,7651,43.1945373565628,-3.21073141292195,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
48908,Murueta,Bizkaia,País Vasco,323,43.3559162823012,-2.68508080770716,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48909,Nabarniz,Bizkaia,País Vasco,267,43.322977559682,-2.58402155683504,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Bizkaia
48910,Iurreta,Bizkaia,País Vasco,3696,43.1899883384892,-2.65173315115321,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48911,Ajangiz,Bizkaia,País Vasco,483,43.3000341971256,-2.66709105672489,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48912,Alonsotegi,Bizkaia,País Vasco,2944,43.2280207550465,-2.98683252731767,Rehabilitación y fisioterapia,Hospital Universitario Basurto,Bilbao,43.26159835861989,-2.953037849233282,Bizkaia
48913,Zierbena,Bizkaia,País Vasco,1516,43.3466776127839,-3.08843525831942,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
48914,Arratzu,Bizkaia,País Vasco,424,43.3124097574396,-2.63379218523009,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48915,Ziortza-Bolibar,Bizkaia,País Vasco,411,43.2454714223524,-2.55445216261448,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Bizkaia
20030,Eibar,Gipuzkoa,País Vasco,27467,43.1963339735295,-2.46622877509791,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Gipuzkoa
20062,Ormaiztegi,Gipuzkoa,País Vasco,1248,43.042223806273,-2.25143279308434,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20063,Oiartzun,Gipuzkoa,País Vasco,10291,43.2764363503084,-1.83907880603319,Rehabilitación y fisioterapia,Hospital Bidasoa (Osi Bidasoa),Hondarribia,43.34250281153697,-1.815076990450064,Gipuzkoa
